repository	author	source_url	commit	source_path	classification	purpose	license	sha256
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/5_loops/10_loop_with_ordered_access/main.cpp	progression	Compiler visibility, aliasing, vectorization, and loop transforms	CC-BY-NC-SA-4.0	1399c0818291e8a23842c75717923ca9e7086c7c1fcdcc5710be955729fc84f3
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/5_loops/11_loop_invariant_motion/main.cpp	progression	Compiler visibility, aliasing, vectorization, and loop transforms	CC-BY-NC-SA-4.0	9a38af0488d61cfa115ca6f8e4aacf6f8bc63637702059e65cca16a9a68cbe31
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/5_loops/12_loop_invariant_failed/main.cpp	progression	Compiler visibility, aliasing, vectorization, and loop transforms	CC-BY-NC-SA-4.0	98c163bcc699e54b6ea8b1993ed4f159f28ef1a99aaf64f63b3b92933555f0d1
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/5_loops/13_loop_unrolling/main.cpp	progression	Compiler visibility, aliasing, vectorization, and loop transforms	CC-BY-NC-SA-4.0	3402752891733f17d7da7721b8bfa7fca6288a75bc0fb25b07bd9767a4e004c8
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	specifelse/0.cpp	progression	Branch prediction, if-conversion, predicates, LUTs, and data-distribution effects	CC-BY-NC-SA-4.0	3001c12d0a0617e9f835605bedd4225ca33d1f9b61b4b8feb2160fae28f3ca79
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	specifelse/1.cpp	progression	Branch prediction, if-conversion, predicates, LUTs, and data-distribution effects	CC-BY-NC-SA-4.0	15ff80a3a816775f4ccd4aad6612dcb4f3f3465683d54270e79ab36cccc9edbf
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	specifelse/2.cpp	progression	Branch prediction, if-conversion, predicates, LUTs, and data-distribution effects	CC-BY-NC-SA-4.0	c233169e3723d4aa405c6783675766053f0d89ee149879948f3d9a7123b84649
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	specifelse/3.cpp	progression	Branch prediction, if-conversion, predicates, LUTs, and data-distribution effects	CC-BY-NC-SA-4.0	6b11def49937ceb0ab14ffd01139feb62e865baa04abdfe1ea651d223ead586e
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	specifelse/4.cpp	progression	Branch prediction, if-conversion, predicates, LUTs, and data-distribution effects	CC-BY-NC-SA-4.0	55b6d9e96b2641ff51dc5c93c096274ea13e1841b92e7a0141ec85317b611c4a
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	specifelse/5.cpp	progression	Branch prediction, if-conversion, predicates, LUTs, and data-distribution effects	CC-BY-NC-SA-4.0	6681a6ce44c84aa5bfa7005504f6d246a4f4893e1b369ae6de8d2366ae72ff3c
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	specifelse/6.cpp	progression	Branch prediction, if-conversion, predicates, LUTs, and data-distribution effects	CC-BY-NC-SA-4.0	5202c79dbb57e5b7f122cb7712aef30930bc45757a49ee6c1a717562a89b1f79
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	specifelse/ticktock.h	progression	Branch prediction, if-conversion, predicates, LUTs, and data-distribution effects	CC-BY-NC-SA-4.0	c0602a1df8ec5406bbbb98c96ddea261676704e53b45ddbc0f1049a3a494482d
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	specifelse/randint.h	progression	Branch prediction, if-conversion, predicates, LUTs, and data-distribution effects	CC-BY-NC-SA-4.0	9f554b1ae9e5240538589030a8f73a530d04388fbda15dbb5184aee900039318
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	specifelse/benchtest/demo0.cpp	progression	Branch prediction, if-conversion, predicates, LUTs, and data-distribution effects	CC-BY-NC-SA-4.0	578cdd329d50daeb1db44ba42fc46b8c11e8134f9d259971ec64c3123aeffaf8
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/01_vec2_simd_ok/main.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	f4bc561680358a8deda397f015e632fafae2ad4c72ba862a639a179b3b7cfb03
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/02_vec3_simd_fail/main.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	97b4279d1fc5bfd778ee6eb0e0a25b0f7256fbb49b6db576bbf8e55410a6f3e1
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/03_vec3_with_padding_ok/main.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	71e403e4272f6d24d36f1bcf3a42fc246f5c460a1cb572ac969a95ed6806dfe6
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/04_vec3_with_alignas_ok/main.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	e3840a60615f50c6fb185999b546693d40224147bcaf86a9b99003b9e60bd5d1
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/05_vec3_aos/main.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	97b4279d1fc5bfd778ee6eb0e0a25b0f7256fbb49b6db576bbf8e55410a6f3e1
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/06_vec3_soa/main.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	ee38f7ff37d622eeeb9846d7daa89f9681cec72d1fd209057e2f426ca0d599b3
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/07_vec3_aosoa/main.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	01a9d1c89cc18a36b4502498ab2b4b7025b3956fde0ff6d3a78f9a2bbffb53e2
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/common.h	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	c60dffcba752ce1b7ae360afe3bb594b22350c03cd4cb041bf5ef34d4aab7dbe
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/profile.h	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	3b1b36632492fae4180a1b21a560762c3da581e9b742264413a540952272a5a5
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/main.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	d12f098ec1fda1b2addf68fcf5214661ebd598d20561b16173eed54a5b7a941d
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/aos.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	b3775f8cbf1c1ee5979faf6f01277b54bcb9774e47e77fa82cdf10e01b4cbf25
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/aos_aligned.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	69c17e94907def468c438942bcf7fa6b4bd3ac428b27cbc949822f49163f045f
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/aos_parallel.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	b67d700e77590aad03a4b3fea17b2bb995676b685f722ffbb00bcb0e698cab85
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/aosoa.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	5a31293863fb0f326f1c02a4ee5cd5bc573f7c48576884eab6bdf372d94a808f
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/soa.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	82ae5329e32fce39d4dfbd7dc342fdb74dd671c4244ceef8023d578dc0326749
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/soa_parallel.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	c66cffa3e32417c224532d3e508d782891d06d9e26b86f1a90b569fd338692c4
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/soa_simd.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	2e090ac0cf51eb7a84a1cc40f9d08651be8047855295f8afc75eb712312fc412
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/soa_size_t.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	3f7b5d92121e2d9d7523471919a9e16523ae204975797ac7a0e52800c1476fe1
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	04/6_structs/08_benchmark/soa_unroll.cpp	progression	AoS, SoA, AoSoA, padding, alignment, and measured layout trade-offs	CC-BY-NC-SA-4.0	b617971de3e7b1855483db5e46e09d4d824bd0f3d58cb6520204c0f9e9d8980c
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	05/02_async/01/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	5b57123bae41165fbd9f534cb4507bb06519f75541b735241b4e249f48450d11
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	05/02_async/02/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	1f7b1853fbe229fe475c830f443327d6e772ac12f55124b89b0a4f6df2c0ef99
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	05/02_async/03/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	68262da9db1a261e70cf2bece4519344a6ea86bfd68922b991c64e50e1928052
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	05/02_async/04/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	f21dd3cb04e8f0a257323adfffd2b31399c0c6b10a530015602a0b563f75fd57
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	05/02_async/05/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	1907112958e020ef117771d80b100a64ada376711f3efb51edaddef84b31d826
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	05/02_async/06/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	7249b0c8570549470607ae1d131c54cb3b735a1774c4cf8cbde016995ff64200
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/02_reduce/03/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	f8ad89835c16ab30142752843d2104ccf8ad630bdf7ab73b3a2d2c2158cfdd8d
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/02_reduce/04/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	9182be25b89a200c87896c38ed709ae534d8a40388b055a3b4656ed35e5d34d8
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/02_reduce/08/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	caa937bf7aecd9c66597664c0acbdd2ec3b39c4927838cb466ca1efdbf81ec6a
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/05_split/01/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	093980ed5575d40b6d84c0387bf6b9061a63be4c7bdb4e3e911bf5bd4ac90c2b
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/05_split/02/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	7308b8a4db2126f8f2d78dc75282608f470728d9a7b627cea073224192abab65
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/05_split/03/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	bc58adacc3c04f29fc3b5cc1a6ed0bb949a9bdc0db663058ec1bbb5bcb6d8131
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/05_split/04/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	58880d0b8da68e33db5b0608d380054a0c67488362ea29935a7c9d7a1bc144bb
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/05_split/05/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	633c3c329a523d6cd5ff1b9266a31a3aebad7b88bc087a4da374ad4aa4139fd7
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/08_qsort/07/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	0f1d933a0b24652974fba2f7672c31794eeff88c842e62c3b4906cf78f006fdf
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/08_qsort/08/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	2ae8e04e870e686a8aa7404b0a504e07ced3c11e66186647de3b07bde414a03e
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/08_qsort/09/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	6044b1e27f7fc325f89aded5ed2bc2b09b0cd6098cf4d3bb8e1f038848792324
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/08_qsort/10/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	3d229df6d9e7bcc042bc8c53f434d1a43a8c30045c2751b9a6c7268608c64b3b
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/09_pipeline/01/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	455472590b6ccaffd04e00988c569e17046f440ad7ba7e6bad4caede1aba0074
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/09_pipeline/03/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	63626dbe3f19d2c6e7f979207b5e70aa455e1fc1a72e1c685f5f0083d3015b5c
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/09_pipeline/05/main.cpp	progression	Async launch, reductions, grain size, task parallelism, and pipelines	CC-BY-NC-SA-4.0	674c14a0b91281abaa991b50ae32acd57f1f2cc98ec1672ef17b803334c6b0fa
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/01/main.cpp	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	b06741cf411a6098d3cf5a0a9887f8a34424ce7a8bcf74cfeb48d8827fcbbcb5
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/02/main.cpp	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	572e9158f1e8ed17e0df9956ffa44bf7255d110d0507d61059f4d7d2c6d41d26
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/03/main.cpp	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	e8cc5a70b1ecd12b185985665247111f193ffec052d652a960101a15234e5901
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/04/main.cpp	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	d42acb3a3ea3c785e9243cd62c5f11ff07f23b04b150375faeeefea821c0a9b6
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/05/main.cpp	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	96ab1e8658eb80b3c262bedf02d46cfcaa6507a1aadca2323ea934f6eae443be
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/06/main.cpp	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	172697b61cc9f264b8d1d18766e6b0306a40aabba1f8e9f918ccb8e63db9d375
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/07/main.cpp	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	34c2fa9a1e8ef65a97ca6a76c7b02fde3374a4379505524728730b71d8669813
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/08/main.cpp	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	7ca433b62852c3b93a447cd60a099e88ef9ccf18ab152327db5bb81a3512094b
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/09/main.cpp	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	7277f65fb28eaa49c78a56648761db4c9458c6aa26013acf070b9ca54b206e2a
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/10/main.cpp	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	3d8dcebd001d53ca73e6e8789ea82da51793796cf675827855788f47a98a19de
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/01/ticktock.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	92c4c5bff694ecedca424773136be42734768119c95c284494f10ba803f5d0ae
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/02/ticktock.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	92c4c5bff694ecedca424773136be42734768119c95c284494f10ba803f5d0ae
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/03/ticktock.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	92c4c5bff694ecedca424773136be42734768119c95c284494f10ba803f5d0ae
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/04/ticktock.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	92c4c5bff694ecedca424773136be42734768119c95c284494f10ba803f5d0ae
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/05/ticktock.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	92c4c5bff694ecedca424773136be42734768119c95c284494f10ba803f5d0ae
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/06/ticktock.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	92c4c5bff694ecedca424773136be42734768119c95c284494f10ba803f5d0ae
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/07/ticktock.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	92c4c5bff694ecedca424773136be42734768119c95c284494f10ba803f5d0ae
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/08/ticktock.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	92c4c5bff694ecedca424773136be42734768119c95c284494f10ba803f5d0ae
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/09/ticktock.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	92c4c5bff694ecedca424773136be42734768119c95c284494f10ba803f5d0ae
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/10/ticktock.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	92c4c5bff694ecedca424773136be42734768119c95c284494f10ba803f5d0ae
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/08/pod.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	715c1e7abc7cafbf839ad01d89bdb2dc44eb4551cb4878d6a351a3dbafabb34a
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	06/07_filter/10/pod.h	progression	TBB append, local buffering, atomic publication, and scan-based stream compaction	CC-BY-NC-SA-4.0	715c1e7abc7cafbf839ad01d89bdb2dc44eb4551cb4878d6a351a3dbafabb34a
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	07/01_bandwidth/01/main.cpp	progression	Bandwidth, locality, prefetch, loop tiling, and kernel fusion	CC-BY-NC-SA-4.0	7265fbc03502ff95e2a66f3ea13fb327ea650923b8a5f48cedda065beae05cc3
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	07/01_bandwidth/02/main.cpp	progression	Bandwidth, locality, prefetch, loop tiling, and kernel fusion	CC-BY-NC-SA-4.0	8fd21ce680136421b221d5fa8ee1ce87b506affc3df225a930fed3b60eb38695
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	07/01_bandwidth/03/main.cpp	progression	Bandwidth, locality, prefetch, loop tiling, and kernel fusion	CC-BY-NC-SA-4.0	168499d89da2dd40f965317657280274e46ff823cc0e0870f31c9e9bc8e34f8d
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	07/01_bandwidth/04/main.cpp	progression	Bandwidth, locality, prefetch, loop tiling, and kernel fusion	CC-BY-NC-SA-4.0	8b3ce91c4c33f09fcc16324bc5b20ecbff32a59ed398ed2cad67fbf6322cbd8a
course	archibate	https://github.com/parallel101/course	86e15b21d50642d8e4463aadef914374bfe47bb2	07/01_bandwidth/05/main.cpp	progression	Bandwidth, locality, prefetch, loop tiling, and kernel fusion	CC-BY-NC-SA-4.0	ced16bb1c8cd5928a5b99de8999b22e14ca0fae54dd9058d9a9067bbc37ac9db
